Year,Destination,Total,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Republic of the Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1990,Qatar,83821,103,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,3480,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7334,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67,..,..,172,..,246,..,..,..,..,46,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,740,23208,..,..,..,..,..,..,..,..,5241,..,..,..,2328,..,..,..,843,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,352,..,..,..,..,124,110,..,..,..,..,183,..,..,..,..,90,..,..,..,..,..,8152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5460,..,..,..,..,..,..,..,..,..,41,..,164,..,332,2699,860,..,..,..,..,142,..,..,778,..,..,..,..,..,74,625,..,..,..,..,..,13834,1144,..,218,..,..,..,..,..,..,..,..,2843,..,..
1990,Saudi Arabia,1673572,55665,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121984,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,119711,..,..,..,..,20429,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,294397,212612,..,21276,..,..,..,..,..,..,30226,..,..,..,..,..,..,..,19152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29975,..,..,41638,..,..,..,..,..,..,..,..,..,..,173350,..,..,..,..,..,116298,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67157,..,59855,..,..,..,..,133120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100557,..,..
1990,State of Palestine,156231,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4287,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9917,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55644,..,..,..,30251,..,..,..,8574,..,..,..,1217,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4677,..,..,..,..,..,..,..,..,..,..,5067,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10913,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2843,..,..,..,..,..,..,..,..,472,..,..,..,..,..,..,5456,..,..,4393,..,..,..,..,..,..,..,..,722,..,..
1990,Syrian Arab Republic,350063,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1893,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98,..,..,..,..,119495,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,Turkey,586357,3777,375,40,..,..,..,..,..,16,114,..,1506,3539,1860,..,..,6,..,52,2416,..,..,..,..,..,3030,..,48,9,..,237888,..,..,..,..,..,169,..,..,..,..,..,6,240,7,..,7,..,..,..,5,..,28,4,..,4775,129,3,2,399,..,..,..,..,1004,..,..,..,16,8,..,..,..,206,5045,..,..,..,..,860,88287,4,..,53969,..,..,5,..,..,..,..,..,..,..,..,69,5,44,26,9921,15446,62,..,300,879,..,460,74,632,14,..,23,174,..,10,130,..,..,303,..,36,5,..,..,27,..,..,6,..,..,..,..,..,18,..,..,22,..,..,43,..,2,..,..,..,5017,..,39,..,..,9,..,..,415,3,104,..,..,..,..,7,87,412,26,..,2,66,450,..,2828,5094,..,..,..,..,..,..,..,..,..,1582,5,..,..,..,29,..,38,17,..,38,32,..,145,1,288,13,..,11,653,4091,2505,14,18396,16,..,..,..,..,..,45,..,130,..,..,..,669,1582,3343,5,5173,..,4,966,..,5,4,..,..,6,..,..
1990,United Arab Emirates,374528,469,..,..,..,..,..,..,..,..,..,..,..,..,..,..,173,15692,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,306,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62372,..,..,1108,..,780,..,..,..,..,211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104635,23629,..,..,..,..,..,..,..,..,10502,..,..,..,3802,..,..,..,1588,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,561,..,..,..,..,498,829,..,..,..,..,408,..,..,..,..,36752,..,..,..,..,..,24615,..,..,..,51,..,..,..,..,..,..,..,..,..,..,..,..,..,..,186,..,..,..,..,..,..,..,..,..,743,..,1499,..,33067,3342,12171,..,..,..,..,3878,..,..,642,..,..,..,..,..,338,2818,..,..,..,..,..,..,5159,..,988,..,..,..,..,..,..,..,..,12822,..,..
1990,Yemen,51853,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3819,..,..,..,..,6629,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2200,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15729,..,..,..,..,1140,8306,..,..,..,..,996,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,296,..,..,..,..,..
1990,EUROPE,25278517,32910,66495,361791,491,1832,84483,206,258,58665,310721,329,73515,173173,535871,219,381,56353,11098,832213,157622,792,5974,31825,158,4753,379739,1211,85583,34,332,53344,2645,1583,35456,36275,23650,80837,1406,76,4411,1371,9905,41624,128984,36970,533,41603,9638,25959,6,1613,23405,174477,19291,19040,60045,81939,7143,25279,66453,1546,1499,25571,7464,47492,3419,3966,3996,48077,33409,4464,71,350,118302,375549,2,15,4361,3270,406547,827778,41477,5973,219957,5410,593,11,..,3130,5443,6498,12417,15614,5,1900,81525,5925,259343,108576,100343,33692,353279,5289,25231,742112,73370,58446,7995,1461587,58189,26,1627,247424,26367,82406,56120,128,2123,8182,1913,149073,12465,24222,5263,28563,99,17841,17587,1,4,3829,41023,..,20061,9,1955,12419,38415,572,576412,40508,6318,433,1,1700,156693,7,25754,1875,1282,37569,..,135,44868,273,137672,6,1655,205,1900,35564,130458,376515,524907,155,252,40151,297008,4,282436,4131829,3013,237,395,628,5,513,60,839,3103,4328,34893,307336,2293,4924,21047,6800,60678,40884,26,20285,53186,1,427874,68271,2056,2508,81104,161,75384,124905,26210,241061,159469,48610,428,7805,2,115,11182,151964,1128125,126220,10,37,26057,2317502,888,399030,16241,278172,14,9845,549168,100,38269,136480,141,68,2078,9491,13046
1990,Eastern Europe,11794049,10640,1010,859,488,2,274,158,..,513,296672,..,1252,9513,532771,..,6,669,3,736353,2785,1,162,..,..,216,3289,101,567,7,..,22386,269,89,27,161,378,1482,..,..,67,85,..,384,38920,23,..,220,9,268,..,27,59,1206,1666,..,462,27380,5009,6,1930,..,..,5,192,892,7,15,..,39853,252,..,..,1,1606,29107,..,..,2,2,384935,167552,175,1,6743,..,..,..,..,6,225,174,4,3,..,..,21386,55,6476,331,2980,1177,202,..,4383,4041,2,686,1087,1443161,246,..,260,245501,67,68158,1501,..,1,562,..,133257,154,76,9,289,69,103,296,..,..,5,151,..,191,..,100,11292,400,..,1600,61,213,55,..,293,890,..,135,40,19,669,..,129,942,41,944,..,57,..,57,463,149,25964,367,..,78,1577,288271,..,117595,3518283,91,..,9,..,..,..,1,18,..,252,59,3705,..,1,73,..,35396,259,..,67,349,..,1279,551,1064,328,..,1,993,780,4307,239557,26347,631,..,1,..,1,..,361,7825,105674,..,16,80,2231006,209,2764,158,12991,..,304,540772,..,301,25855,..,59,594,202,159
1990,Belarus,676956,34,..,3,..,..,..,..,..,36,2688,..,9,23,6692,..,..,..,..,..,8,..,..,..,..,..,..,..,37,..,..,11,..,..,..,..,..,41,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,44,53,..,44,..,..,..,..,..,..,..,..,1720,..,..,..,..,475,..,..,..,..,..,4214,11,..,..,89,..,..,..,..,..,..,..,..,..,..,..,142,..,3,..,3,..,9,..,81,1,..,..,..,42432,..,..,..,3165,..,5948,..,..,..,..,..,10284,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..,..,..,..,..,..,..,102,..,..,..,8,4123,..,4,441924,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,14,..,..,..,..,..,12,..,..,..,..,..,68,9,..,3251,..,..,..,..,..,..,..,..,..,3277,..,..,..,136498,6,162,..,19,..,14,8947,..,..,75,..,..,2,..,..
1990,Bulgaria,12463,77,49,9,..,..,..,3,..,4,602,..,4,12,4,..,..,4,1,72,3,..,..,..,..,..,7,2,4,7,..,..,1,2,..,4,..,6,..,..,..,..,..,1,151,..,..,1,..,1,..,..,..,7,14,..,51,106,..,1,3,..,..,3,..,7,1,..,..,3,2,..,..,..,6,23,..,..,2,1,38,138,1,1,469,..,..,..,..,1,1,..,..,..,..,..,40,..,30,1,12,53,2,..,17,31,1,13,9,63,1,..,1,7,..,9,59,..,..,12,..,8,1,..,..,..,..,..,1,..,..,..,..,..,1,..,1,12,3,..,4,2,..,..,..,..,4,..,2,1,3,3,..,..,1,..,1,..,1,..,..,1,6,295,..,..,..,14,346,..,88,5340,..,..,..,..,..,..,1,1,..,..,1,295,..,..,1,..,51,4,..,..,6,..,8,..,..,1,..,1,6,8,85,4,449,3,..,..,..,..,..,1,274,7,..,1,..,1225,..,14,..,63,..,2,17,..,..,102,..,..,6,1,1
1990,Czechia,52989,14,16,11,..,2,4,..,..,39,91,..,24,993,20,..,1,1,2,184,81,1,1,..,..,3,135,..,11,..,..,411,1,..,1,2,1,53,..,..,..,..,..,3,121,4,..,7,..,2,..,1,1,170,25,..,3,..,16,1,12,..,..,1,3,9,1,..,..,9,3,..,..,1,41,438,..,..,..,1,38,1186,2,..,195,..,..,..,..,1,1,..,..,3,..,..,755,2,19,7,14,13,5,..,11,80,..,22,3,234,4,..,5,19,..,20,9,..,1,7,..,23,1,2,3,1,..,1,1,..,..,..,..,..,9,..,..,88,9,..,4,..,..,1,..,1,47,..,3,1,..,3,..,..,11,..,4,..,..,..,3,3,6,3818,4,..,4,10,82,..,1469,1847,1,..,..,..,..,..,..,1,..,1,1,488,..,..,2,..,33410,30,..,..,18,..,17,2,2,4,..,..,18,39,14,9,26,5,..,1,..,1,..,6,14,7,..,..,2,4240,1,110,1,210,..,3,23,..,4,1178,..,2,4,1,2
1990,Hungary,191325,152,62,11,..,..,4,..,..,12,100,..,413,2893,69,..,5,8,..,45,55,..,..,..,..,1,154,..,42,..,..,1090,..,..,..,28,..,126,..,..,..,..,..,42,522,..,..,13,..,..,..,1,..,203,166,..,133,51,..,4,24,..,..,..,8,31,5,..,..,27,5,..,..,..,51,996,..,..,..,..,84,10230,7,..,889,..,..,..,..,4,..,..,1,..,..,..,..,6,337,111,675,228,14,..,236,216,1,151,86,240,7,..,51,89,16,18,69,..,..,184,..,21,2,1,..,..,..,2,..,..,..,5,12,..,9,..,..,215,..,..,5,1,4,..,..,..,101,..,..,2,2,28,..,..,65,10,67,..,1,..,1,24,..,2027,12,..,12,490,33,..,107876,21162,..,..,9,..,..,..,..,..,..,76,1,..,..,1,39,..,176,43,..,1,19,..,30,19,17,9,..,..,146,81,268,7,25576,555,..,..,..,..,..,5,214,..,..,..,..,1689,..,290,4,1643,..,33,58,..,77,363,..,..,69,2,6
1990,Poland,645595,25,31,158,..,..,..,..,..,115,485,..,404,3089,192,..,..,3,..,85657,2002,..,..,..,..,12,2533,..,176,..,..,987,..,..,..,11,1,1033,..,..,..,..,..,12,479,..,..,27,..,14,..,7,..,606,86,..,19,5042,..,..,569,..,..,1,10,78,..,..,..,243,18,..,..,..,146,26389,..,..,..,..,239,80163,19,..,1615,..,..,..,..,..,5,..,3,..,..,..,1074,19,131,20,52,76,27,..,162,2865,..,164,29,2526,33,..,74,60,..,1869,89,..,..,168,..,66252,97,..,..,4,..,..,..,..,..,..,..,..,79,..,1,124,109,..,59,1,..,..,..,..,516,..,30,..,..,41,..,..,201,..,15,..,14,..,..,34,40,..,33,..,3,29,288,..,2675,47848,..,..,..,..,..,..,..,..,..,14,1,2470,..,..,..,..,1226,105,..,..,179,..,715,11,..,15,..,..,471,374,105,55,100,29,..,..,..,..,..,38,227,49,..,..,27,257586,57,1593,16,7308,..,8,310,..,29,868,..,..,10,18,15
1990,Republic of Moldova,304546,..,..,..,..,..,..,..,..,..,..,..,..,..,2099,..,..,..,..,7588,..,..,..,..,..,..,..,..,..,..,..,259,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,290,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1987,204,..,..,15,..,..,..,..,..,..,..,..,..,..,..,388,..,..,..,..,..,..,..,8,54,..,..,..,11841,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,444,225,..,..,..,..,..,2878,127013,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,137412,..,..,..,..,..,..,2253,..,..,..,..,..,..,..,..
1990,Romania,78224,..,327,1,..,..,..,..,..,..,..,..,..,410,..,..,..,1,..,..,164,..,..,..,..,..,..,..,1,..,..,13261,..,..,..,..,..,..,..,..,..,..,..,..,259,..,..,..,..,..,..,..,..,..,..,..,11,531,..,..,31,..,..,..,..,3,..,..,..,..,..,..,..,..,..,232,..,..,..,..,..,1052,..,..,2449,..,..,..,..,..,..,..,..,..,..,..,6029,..,..,..,136,81,46,..,68,261,..,..,59,..,..,..,..,..,..,..,61,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,2,..,..,..,..,..,30,..,..,..,..,1,..,..,65,..,..,..,..,..,..,..,..,332,27,..,..,..,31383,..,..,4870,..,..,..,..,..,..,..,..,..,..,..,292,..,..,..,..,..,..,..,..,..,..,64,..,3,..,..,..,106,54,861,..,..,..,..,..,..,..,..,1,183,..,..,..,..,9120,..,125,..,375,..,..,..,..,2,1,..,..,..,..,..
1990,Russian Federation,5869526,9729,523,664,488,..,264,155,..,296,272605,..,388,1923,477127,..,..,652,..,412194,437,..,161,..,..,200,446,99,294,..,..,5480,267,87,26,116,376,201,..,..,67,82,..,325,34329,19,..,171,9,251,..,18,58,186,1369,..,244,6982,4940,..,1245,..,..,..,171,763,..,15,..,31800,223,..,..,..,885,751,..,..,..,..,334545,73793,146,..,1017,..,..,..,..,..,218,174,..,..,..,..,9287,28,4992,192,1577,725,99,..,1447,519,..,334,792,1196673,201,..,126,220840,51,48754,1086,..,..,190,..,42214,47,73,6,284,69,100,293,..,..,..,139,..,88,..,98,10767,274,..,894,57,209,54,..,292,189,..,100,36,14,593,..,129,578,31,857,..,41,..,53,399,97,15958,66,..,59,1026,149123,..,2005,..,90,..,..,..,..,..,..,16,..,161,55,..,..,..,31,..,519,70,..,66,125,..,428,519,921,299,..,..,173,207,2783,216308,183,38,..,..,..,..,..,309,6637,84503,..,15,51,1681629,144,458,137,1567,..,244,453721,..,189,16425,..,57,502,180,135
1990,Slovakia,23108,2,2,2,..,..,2,..,..,11,18,..,10,170,1,..,..,..,..,42,35,..,..,..,..,..,14,..,2,..,..,165,..,..,..,..,..,22,..,..,..,3,..,1,23,..,..,1,..,..,..,..,..,34,5,..,1,14334,..,..,2,..,..,..,..,1,..,..,..,2,1,..,..,..,2,278,..,..,..,..,6,132,..,..,5,..,..,..,..,..,..,..,..,..,..,..,3671,..,3,..,1,1,..,..,5,14,..,2,1,15,..,..,3,2,..,4,3,..,..,1,..,7,6,..,..,..,..,..,1,..,..,..,..,..,2,..,..,5,5,..,1,..,..,..,..,..,3,..,..,..,..,..,..,..,2,..,..,..,..,..,..,2,..,847,..,..,..,..,6,..,600,425,..,..,..,..,..,..,..,..,..,..,..,156,..,..,..,..,..,7,..,..,2,..,5,..,1,..,..,..,5,8,4,..,13,1,..,..,..,..,..,1,1,..,..,..,..,1607,1,12,..,195,..,..,7,..,..,70,..,..,1,..,..
1990,Ukraine,3939317,607,..,..,..,..,..,..,..,..,20083,..,..,..,46567,..,..,..,..,230571,..,..,..,..,..,..,..,..,..,..,..,722,..,..,..,..,..,..,..,..,..,..,..,..,3036,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6049,..,..,..,..,..,..,..,..,..,..,43784,643,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,961,..,510,..,..,..,2348,..,..,..,108,189137,..,..,..,21319,..,11536,125,..,..,..,..,14448,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,631,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2141,..,..,..,..,102887,..,..,2867854,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120,..,..,..,..,..,187,19923,..,..,..,..,..,..,..,..,247,17831,..,..,..,..,..,..,..,1611,..,..,75436,..,..,6773,..,..,..,..,..
1990,Northern Europe,3469184,2262,240,1957,..,1,588,39,226,2155,1490,51,42093,18167,2132,113,279,49443,11020,92843,12085,765,26,31781,4,1022,28837,948,8352,21,166,2875,17,162,225,286,305,38589,..,68,26,9,9905,13717,18585,35638,7,7350,7,409,1,189,264,2921,608,..,36974,5401,255,836,37261,47,393,188,737,11491,949,9,1541,6486,5624,4459,71,218,97747,39526,2,7,8,1584,2307,165567,17050,5923,10843,5398,563,2,..,404,65,45,11167,73,..,165,12073,4463,213925,1540,35766,23724,333862,5271,6860,47930,72023,17369,1504,10782,54425,11,654,1420,208,10755,13952,55,370,2927,7,12376,549,255,5086,24098,15,15,16046,..,4,4,11093,..,1088,..,20,187,962,567,7093,331,5580,134,..,319,22085,7,22011,247,24,23778,..,..,33399,99,119052,1,131,69,135,2475,23868,82056,13639,3,71,13111,2199,2,9557,522539,199,225,368,493,..,394,28,1,6,2377,134,3368,1694,3409,18024,..,1130,414,17,7932,37484,1,25612,23890,316,824,36,71,41792,10599,7009,1216,1629,14003,82,113,..,19,10501,1728,33957,2408,6,..,24824,65406,441,154673,14572,98921,8,1081,3501,9,585,20608,..,..,659,8629,11251
1990,Channel Islands,32655,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,444,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,879,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1790,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28876,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,Denmark,120778,142,2,131,..,..,18,..,..,422,188,1,523,701,57,4,32,163,6,92,394,4,5,6,1,28,8067,19,481,..,2,125,1,13,1,23,13,1132,..,..,..,..,..,532,664,246,3,386,5,17,1,10,18,241,14,..,66,121,100,27,..,6,2,23,92,288,14,..,41,3,209,3982,..,9,2079,1223,2,2,2,65,37,12799,116,..,203,5216,3,2,..,11,5,..,50,22,..,23,542,1620,1443,224,2548,715,386,..,339,633,42,582,216,29,320,2,41,1,8,9,3127,20,30,25,5,8,32,4,19,163,2,1,21,..,4,2,42,..,142,..,2,1,903,..,1180,27,30,7,..,14,1095,..,154,19,2,100,..,..,7865,1,2997,..,11,2,15,142,1432,5050,213,3,3,4478,39,2,449,1009,5,..,..,1,..,1,5,1,..,23,11,2707,10,21,144,..,65,32,..,198,304,..,704,2091,10,16,8,14,9381,715,256,4,565,1508,..,7,..,2,51,76,8951,3,..,..,151,374,18,3971,218,3236,..,81,25,2,96,2146,..,..,32,99,70
1990,Estonia,210306,..,..,..,..,..,..,..,..,..,240,..,..,..,853,..,..,..,..,12527,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,..,..,..,..,..,..,31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,304,23,..,..,..,..,1064,231,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,9,..,..,..,..,..,..,..,..,..,..,3841,..,..,..,545,..,3283,..,..,..,..,..,1570,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,144,..,..,..,..,603,..,..,162473,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,..,..,422,..,..,..,..,..,..,..,..,..,519,..,..,..,20061,..,11,..,46,..,..,1112,..,..,..,..,..,..,..,..
1990,Faeroe Islands,1845,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..,1321,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,82,..,..,..,..,..,..,..,..,..,..,..,117,8,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68,..,..,..,..,..,..,..,10,14,..,..,..,38,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,..,..,..,..,2,..,..,..,..,..,1,..,..,..,..,..,..,..,63,..,5,..,..,..,..,..,..,..,..,..,..,..
